ID,SMILES
SMILES_189,Cc1ccc(Cn2ccnc2)cc1
SMILES_190,Fc1cccc(-c2ccc(Cn3ccnc3)cn2)c1
SMILES_191,N=[N]=NC(F)(F)C(F)C
SMILES_192,C=CCC1(c2cccc(C3(C(F)(F)F)N=N3)c2)C(=O)NC(=O)N(C)C1=O
SMILES_193,c1ccc2c(-c3ccc(Cn4ccnc4)cn3)cncc2c1
SMILES_194,Fc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1
SMILES_195,c1ccc2cc(-c3ccc(Cn4ccnc4)cn3)ncc2c1
SMILES_196,c1cncc(Cn2ccnc2)c1
SMILES_197,CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc()cc2)n1
SMILES_198,FC(F)(F)C1()N=N1
SMILES_199,Cc1cc(C)cc(Cn2cnc3ccccc32)c1
SMILES_200,c1ccc(-c2ccc(Cn3ccnc3)cn2)cc1
SMILES_201,Cc1ccc(Cn2ccnc2)cc1
SMILES_202,CCOC(=O)c1cn(-c2ccccc2)c(-c2ccc([N](=O)[O-])cc2)n1
SMILES_203,Cc1ccccc1-c1ccc(Cn2ccnc2)cn1
SMILES_204,Fc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1
SMILES_205,c1ccc(C(CCn2ccnc2)(c2ccccc2)c2ccccc2)cc1
SMILES_206,Cc1ccccc1Cn1cnc2ccccc21
SMILES_207,CCOC(=O)c1cn(-c2ccccc2)c(-c2ccc(N)cc2)n1
SMILES_208,c1nccc(Cn2ccnc2)c1
SMILES_209,Cc1ccc(Cn2ccnc2)cc1
SMILES_210,CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(OC)cc2)n1
SMILES_211,c1ccc(-c2ccc(Cn3ccnc3)o2)cc1
SMILES_212,COc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1OC
SMILES_213,FC(F)(F)C1()N=N1
SMILES_214,O=C1NC(=O)C(=Cc2ccc(C(F)(F)F)cc2)C(=O)N1
SMILES_215,CCOC(=O)c1cn(-c2ccccc2)c(-c2ccc([N](=O)[O-])cc2)n1
SMILES_216,CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(N)cc2)n1
SMILES_217,CC(c1cc2c3c(c1)CCN3C(=O)CC2)n1ccnc1
SMILES_218,N=[N]=CC(F)(F)F
SMILES_219,CCOC(=O)c1cn(-c2ccccc2)c(-c2ccc(C)cc2)n1
SMILES_220,CCOC(=O)c1cn(-c2ccccc2)c(-c2ccccc2)n1
SMILES_221,Fc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1
SMILES_222,Cc1c(C)c(C)c(Cn2ccnc2)c(C)c1C
SMILES_223,Cc1cc(C)c(Cn2ccnc2)c(C)c1
SMILES_224,Cc1cc(C)cc(Cn2ccnc2)c1
SMILES_225,c1cncc(Cn2ccnc2)c1
SMILES_226,O=c1ccn(-c2ccc(-c3ccccc3Cn3ccnc3)cn2)c(-c2ccc(C)cc2)n1
SMILES_227,C=CCC1(c2ccc(C(C)(C)C)cc2)C(=O)NC(=O)N(C)C1=O
SMILES_228,FC(C)C(F)(F)C1(F)N=N1
SMILES_229,C=CCC1(c2cccc(C(C)(C)C)c2)C(=O)NC(=O)N(C)C1=O
SMILES_230,COc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1
SMILES_231,Cc1ncc(Cn2ccnc2)cc1
SMILES_232,Cc1cccc(Cn2ccnc2)c1
SMILES_233,c1ccc(-c2ccc(Cn3ccnc3)cn2)cc1
SMILES_234,N=[N]=CC(F)(F)F
SMILES_235,Fc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1
SMILES_236,Nc1ccccc1-c1ccc(Cn2ccnc2)cn1
SMILES_237,c1ccc(-c2cc(Cn3ccnc3)cnc2-c2ccccc2)cc1
SMILES_238,CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(N)cc2)n1
SMILES_239,CCc1c(C)cnc(Cn2ccnc2)c1C
SMILES_240,c1cn(Cc2ccc(-c3ccoc3)nc2)cn1
SMILES_241,FC(F)(C(C))C1N=N1
SMILES_242,c1ccc(-c2ccc(Cn3ccnc3)o2)cc1
SMILES_243,c1ccc(-c2ccc(Cn3ccnc3)cn2)cc1
SMILES_244,O=C1CCc2cc(C(c3ccccc3)n3ccnc3)cc3c2N1CC3
SMILES_245,Cc1c(C)c(C)c(Cn2ccnc2)c(C)c1C
SMILES_246,O=Cc1cn(-c2ccccc2)c(-c2ccc(C)cc2)n1
SMILES_247,C=CCC1(c2ccc(C(C)(C)C)cc2)C(=O)NC(=O)N(C)C1=O
SMILES_248,Cc1cc(C)cc(Cn2ccnc2)c1
SMILES_249,c1ccc(C(CCn2ccnc2)(c2ccccc2)c2ccccc2)cc1
SMILES_250,CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccccc2)n1
SMILES_251,c1ccc2cc(-c3ccc(Cn4ccnc4)cn3)ncc2c1
SMILES_252,CCOC(=O)c1cn(-c2ccccc2)c(-c2ccc([N](=O)[O-])cc2)n1
SMILES_253,O=C1CCc2cc(C(C3CCC3)n3ccnc3)cc3c2N1CC3
SMILES_254,Fc1ccccc1-c1ccc(Cn2ccnc2)cn1
SMILES_255,c1ccc(-c2ccc(Cn3ccnc3)cn2)cc1
SMILES_256,c1ccc(-c2cc(Cn3ccnc3)nc(-c3ccccc3)c2)cc1
SMILES_257,CCOC(=O)c1cn(-c2ccc(C)cc2)c(-c2ccc(NC(C)=O)cc2)n1
SMILES_258,CCOC(=O)c1cn(-c2ccccc2)c(-c2ccc(NC(C)=O)cc2)n1
SMILES_259,COc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1
SMILES_260,CCc1cccc(Cn2cnc3ccccc32)c1
SMILES_261,c1ccc2c(-c3ccc(Cn4ccnc4)cn3)cccc2c1
SMILES_262,Cc1ccc(Cn2ccnc2)cc1
SMILES_263,CCOC(=O)c1cn(-c2ccccc2)c(-c2ccc(NC(C)=O)cc2)n1
SMILES_264,c1ccc(-c2ccc(Cn3ccnc3)cn2)cc1
SMILES_265,Cc1ccc(Cn2ccnc2)cc1
SMILES_266,c1ccc(-c2ccc(Cn3ccnc3)cn2)cc1
SMILES_267,CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc([N](=O)[O-])cc2)n1
SMILES_268,c1cc(Cc2ccc(Cn3ccnc3)cn2)ccn1
SMILES_269,Cc1ccc(-c2cc(Cn3ccnc3)cnc2-c2ccccc2)cc1
SMILES_270,Cc1cc(C)c(Cn2cnc3ccccc32)c(C)c1
SMILES_271,c1cn(Cc2ccc(-c3ccoc3)nc2)cn1
SMILES_272,c1ccc2cc(-c3ccc(Cn4ccnc4)cn3)ncc2c1
SMILES_273,Oc1ccc(C(c2ccc(-c3ccccc3)cc2)n2ccnc2)cc1
SMILES_274,O=C1c2ccc(C(c3ccc(F)cc3)n3ccnc3)cc2NC(c2ccccc2)N1CC
SMILES_275,c1ccc(C(CCn2cnc3ccccc32)(c2ccccc2)c2ccccc2)cc1
SMILES_276,FC(F)(F)C1()N=N1
SMILES_277,c1ccc(-c2ccc(Cn3ccnc3)o2)cc1
SMILES_278,c1cncc(-c2cccc(Cn3ccnc3)c2)c1
SMILES_279,FC(F)(C(C))C1NC(C(=O)O)N=N1
SMILES_280,c1coc(-c2ccc(Cn3ccnc3)cn2)c1
SMILES_281,c1ccc2c(-c3ccc(Cn4ccnc4)cn3)cccc2c1
SMILES_282,C=CCC1(c2ccc(C)cc2)C(=O)NC(=O)N(C)C1=O
SMILES_283,c1ccc2c(-c3ccc(Cn4ccnc4)cn3)cncc2c1
SMILES_284,O=S(=O)(c1cc2cc(C(C3CC3)n3ccnc3)ccc2cn1)n1ccnc1
SMILES_285,c1coc(-c2ccc(Cn3ccnc3)cn2)c1
SMILES_286,COc1ccc(C(c2cc3c4c(c2)CCN4C(=O)CC3)n2ccnc2)cc1
SMILES_287,Cc1cc(C)cc(Cn2ccnc2)c1
SMILES_288,Cc1ccccc1Cn1ccnc1
SMILES_289,C=CCC1(c2cccc(C(C)(C)C)c2)C(=O)NC(=O)N(C)C1=O
SMILES_290,C=CCC1(c2ccc(C(C)(C)C)cc2)C(=O)NC(=O)N(C)C1=O
SMILES_291,FC(F)(C(C))C1N=N1
SMILES_292,COc1ccc(-c2ccc(Cn3ccnc3)cn2)cn1
SMILES_293,CCOC(=O)c1cn(-c2ccccc2)c(-c2ccccc2)n1
SMILES_294,c1ccc2c(-c3ccc(Cn4ccnc4)cn3)cncc2c1
SMILES_295,O=C1CCc2cc(C(c3cccc(F)c3)n3ccnc3)cc3c2N1CC3
SMILES_296,CCOC(=O)c1cn(-c2ccccc2)c(-c2ccc(OC)cc2)n1
SMILES_297,O=C1CCc2cc(C(C3CC3)n3ccnc3)cc3c2N1CC3
SMILES_298,Nc1ccccc1C(c1ccccc1)n1ccnc1
SMILES_299,CCOC(=O)c1cn(-c2ccccc2)c(-c2ccc(N)cc2)n1
SMILES_300,CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(OC)cc2)n1
SMILES_301,c1ccc2cc(-c3ccncc3Cn3ccnc3)ncc2c1
SMILES_302,N=[N]=NC(F)(F)C(F)C(F)C
SMILES_303,c1ccc2cc(-c3ccc(Cn4ccnc4)cn3)ccc2c1
SMILES_304,O=C1c2ccccc2C(=O)N1c1ccc(C(F)(F)F)cc1
SMILES_305,COc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1OC
SMILES_306,[1]N([2])C(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(C)cc2)n1
SMILES_307,CCOC(=O)c1cn(-c2ccccc2)c(-c2ccc(OC)cc2)n1
SMILES_308,FC(C)C(F)(F)C1(F)N=N1
SMILES_309,O=Cc1cccc(-c2cc(N)ccc2Cn2ccnc2)c1
SMILES_310,c1ccc(C(CCn2ccnc2)(c2ccccc2)c2ccccc2)cc1
SMILES_311,CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(N)cc2)n1
SMILES_312,c1ccc(-c2ccc(Cn3ccnc3)o2)cc1
SMILES_313,c1nccc(Cn2ccnc2)c1
SMILES_314,Cc1cccc(Cn2ccnc2)c1
SMILES_315,CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(C)cc2)n1
SMILES_316,CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(N)cc2)n1
SMILES_317,CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(NC(C)=O)cc2)n1
SMILES_318,c1ccc(C(CCn2ccnc2)(c2ccccc2)c2ccccc2)cc1
SMILES_319,CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(N)cc2)n1
SMILES_320,Cc1ccc(Cn2ccnc2)cc1
SMILES_321,CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(OC)cc2)n1
SMILES_322,c1ccc(C(CCn2ccnc2)(c2ccccc2)c2ccccc2)cc1
SMILES_323,Oc1ccccc1-c1cccc(Cn2ccnc2)c1
SMILES_324,CCOC(=O)c1cn(-c2ccccc2)c(-c2ccc(N)cc2)n1
SMILES_325,c1ccc2cc(-c3ccc(Cn4ccnc4)cn3)ccc2c1
SMILES_326,Fc1cccc(-c2ccc(Cn3ccnc3)cn2)c1
SMILES_327,N#Cc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1
SMILES_328,Cc1cc(C)c(Cn2cnc3ccccc32)c(C)c1
SMILES_329,c1ccc(-c2cccc(Cn3ccnc3)c2)cc1
SMILES_330,c1ccc2cc(-c3ccncc3S)ncc2c1
SMILES_331,FC(F)(C(C))C1(NN=N1)N=N1
SMILES_332,c1cc(Cc2ccc(-c3cncnc3)cc2)ccn1
SMILES_333,c1ccc(-c2ccc(Cn3ccnc3)s2)cc1
SMILES_334,CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc([N](=O)[O-])cc2)n1
SMILES_335,c1ccc(-c2ccc(Cn3ccnc3)s2)cc1
SMILES_336,c1cnccc1-c1ccc(Cn2ccnc2)cn1
SMILES_337,CC(c1cc2c3c(c1)CCN3C(=O)CC2)n1ccnc1
SMILES_338,CC(C)c1ccc(Cn2ccnc2)cc1
