SMILES_0,SMILES_1
C=CCC1(c2cccc(C)c2)C(=O)NC(=O)N(C)C1=O,C=CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O
CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(NC(C)=O)cc2)n1,CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(C)cc2)n1
c1ccc(-c2ccc(Cn3ccnc3)cc2)cc1,c1ccc(-c2cc(Cn3ccnc3)cc(-c3ccccc3)c2)cc1
Cc1ccccc1-c1ccc(Cn2ccnc2)cn1,Nc1ccccc1-c1ccc(Cn2ccnc2)cn1
c1cncc(Cn2ccnc2)c1,c1cncc(-c2ccc(Cn3ccnc3)cn2)c1
CCc1ncc(Cn2ccnc2)cc1-c1cc2ccccc2cn1,c1ccc2cc(-c3ccc(Cn4ccnc4)cn3)ncc2c1
c1ccc(-c2cccc(Cn3ccnc3)c2)cc1,c1cc(-c2cccc(Cn3ccnc3)c2)ccn1
c1ccc2ccc(-c3ccnc4ccccc34)cc2c1,c1ccc2cc(-c3ccc(Cn4cnc5ccccc54)cn3)ccc2c1
Cc1ccc(Cn2cnc3ccccc32)cc1,Cc1cc(C)cc(Cn2cnc3ccccc32)c1
C#Cc1ccc(C(c2cc3c4c(c2)CCN4C(=O)CC3)n2ccnc2)cc1,N#Cc1ccc(C(c2cc3c4c(c2)CCN4C(=O)CC3)n2ccnc2)cc1
Oc1cc(C(c2ccccc2)(c2ccccc2)n2ccnc2)ccc1C,c1ccc(C(c2ccccc2)(c2ccccc2)n2ccnc2)cc1
c1cc(-c2ccc(Cn3ccnc3)cn2)cs1,c1cc(-c2ccc(Cn3ccnc3)cn2)ccn1
O=C1CCc2cc(C(c3ccccc3S)n3ccnc3)cc3c2N1CC3,O=C1CCc2cc(C(c3ccccc3F)n3ccnc3)cc3c2N1CC3
c1ccc(-c2cc(Cn3ccnc3)cs2)cc1,Fc1ccc(-c2cc(Cn3ccnc3)cs2)cc1
c1ccc(-c2ccc(Cn3ccnc3)o2)cc1,c1ccc(-c2ccc(Cn3ccnc3)cc2)cc1
FC(C)C(F)(F)C1(F)N=N1,FC1(C(F)(F)C(C))N=N1
c1cn(CC23CC4CC(CC(C4)C2)C3)cn1,c1cn(CCn2ccnc2)cn1
CCC(c1cc2c3c(c1)CCN3C(=O)CC2)n1ccnc1,CCCC(c1cc2c3c(c1)CCN3C(=O)CC2)n1ccnc1
c1ccc(-c2ncccn2)cc1,c1ccc(-c2nccn2-c2ccccc2)cc1
COC1OC(C(C)(C)C)C(O)(C(C)C)C1O,CC(c1ccc(C(C)(C)C)cc1)c1ccc(C(C)(C)C)cc1
Cc1cn(-c2ccccc2)c(-c2ccccc2)n1,O=Cc1cn(-c2ccccc2)c(-c2ccccc2)n1
Fc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1F,Oc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1F
CCOC(=O)c1cn(-c2ccccc2)c(-c2ccc(NC(C)=O)cc2)n1,COC(=O)c1cn(-c2ccccc2)c(-c2ccc(NC(C)=O)cc2)n1
N#Cc1cccc(-c2ccc(Cn3ccnc3)cn2)c1,N#Cc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1
c1ccc(C(Cn2cnc3ccccc32)(c2ccccc2)c2ccccc2)cc1,c1ccc(C(CCn2cnc3ccccc32)(c2ccccc2)c2ccccc2)cc1
CC(c1cc2c3c(c1)CCN3C(=O)CC2)(n1ccnc1)n1ccnc1,CC(c1cc2c3c(c1)CCN3C(=O)CC2)n1ccnc1
CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(OC)cc2)n1,CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(C)cc2)n1
O=C1CCc2cc(C(c3ccc(F)cc3)n3ccnc3)cc3c2N1CC3,O=C1CCc2cc(C(c3ccc(C(F)(F)F)cc3)n3ccnc3)cc3c2N1CC3
CC(c1cc2c3c(c1)CCN3C(=O)CC2)(n1ccnc1)n1ccnc1,CC(c1cc2c3c(c1)CCN3C(=O)CC2)n1ccnc1
Fc1ccc(C(c2ccccc2)(c2ccccc2)n2ccnc2)cc1,c1ccc(C(c2ccccc2)(c2ccccc2)n2ccnc2)cc1
Cc1c(C)c(C)c(Cn2ccnc2)c(C)c1C,Cc1ccc(Cn2ccnc2)cc1
c1cncc(-c2ccc(Cn3ccnc3)cn2)c1,c1ccc(-c2ccc(Cn3ccnc3)cn2)cc1
c1ccc(-c2ccc(Cn3ccnc3)o2)cc1,c1ccc(-c2ccc(Cn3ccnc3)cc2)cc1
CCOC(=O)c1cn(-c2ccccc2)c(-c2ccc(NC(C)=O)cc2)n1,CCOC(=O)c1cn(-c2ccccc2)c(-c2ccccc2)n1
c1ccc(-c2cc(Cn3ccnc3)cs2)cc1,c1ccc(-c2cccc(Cn3ccnc3)c2)cc1
c1ccc2cc(-c3ccc(Cn4ccnc4)cn3)ccc2c1,c1cc2cc(-c3ccc(Cn4ccnc4)cn3)ccc2cn1
Fc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1,c1cc(-c2ccc(Cn3ccnc3)cn2)ccn1
Nc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1,Fc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1
CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(NC(C)=O)cc2)n1,CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(C)cc2)n1
Cc1ccccc1-c1ccc(Cn2ccnc2)cn1,Nc1ccccc1-c1ccc(Cn2ccnc2)cn1
CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(NC(C)=O)cc2)n1,CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(C)cc2)n1
O=C1Cc2cc(C(c3ccccc3F)n3ccnc3)cc3c2N1CC3,O=C1CCc2cc(C(c3ccccc3F)n3ccnc3)cc3c2N1CC3
CC(c1cc2c3c(c1)CCN3C(=O)CC2)(n1ccnc1)n1ccnc1,CC(c1cc2c3c(c1)CCN3C(=O)CC2)n1ccnc1
CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccccc2)n1,CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(C)cc2)n1
Cc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1N,Cc1ccc(-c2cc(Cn3ccnc3)cnc2C)cc1N
Cc1cccc(Cn2ccnc2)c1,Cc1cc(C)cc(Cn2ccnc2)c1
c1ccc(-c2ccc(Cn3ccnc3)cc2)cc1,c1ccc(-c2cc(Cn3ccnc3)cc(-c3ccccc3)c2)cc1
c1cn(CC23CC4CC(CC(C4)C2)C3)cn1,c1cn(CC23CC4CC(CC(C4)C2)C3)c(-c2ccccc2)n1
C=CCC1(c2ccc(C(C)(C)C)cc2)C(=O)NC(=O)N(C)C1=O,C=CCC1(c2cccc(C(C)(C)C)c2)C(=O)NC(=O)N(C)C1=O
Cc1ccc(Cn2cnc3ccccc32)cc1,Cc1cc(C)cc(Cn2cnc3ccccc32)c1
c1ccc(-c2ccc(Cn3ccnc3)cc2)cc1,c1ccc(-c2cc(Cn3ccnc3)cc(-c3ccccc3)c2)cc1
c1cncc(Cn2ccnc2)c1,c1cncc(-c2ccc(Cn3ccnc3)cn2)c1
CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(N)cc2)n1,CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(C)cc2)n1
CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(NC(C)=O)cc2)n1,CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(C)cc2)n1
Cc1cccc(Cn2cnc3ccccc32)c1,Cc1cc(C)cc(Cn2cnc3ccccc32)c1
Cc1ccc(Cn2ccnc2)cc1,c1cc(Cn2ccnc2)ccn1
Cc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1N,Nc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1
c1ccc(-c2ccc(Cn3cnc4ccccc43)cc2)cc1,c1ccc(-c2cc(Cn3cnc4ccccc43)cc(-c3ccccc3)c2)cc1
c1ccc(-c2cc(Cn3ccnc3)cnc2-c2ccccc2)cc1,c1cncc(-c2cc(Cn3ccnc3)cnc2-c2ccccc2)c1
CCOC(=O)c1cn(-c2ccccc2)c(-c2ccc(C)cc2)n1,CCOC(=O)c1cn(-c2ccccc2)c(-c2ccccc2)n1
COc1c(C(C)(C)C)cccc1C(=O)NC(=O)N1CCCC1c1ccc(C)cc1,COC(=O)c1cn(-c2ccccc2)c(-c2ccc(C)cc2)n1
COc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1,COc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1OC
C=CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,C=CCC1(c2ccc(C)cc2)C(=O)NC(=O)N(C)C1=O
c1ccc(-c2ccc(Cn3ccnc3)cn2)cc1,c1cncc(-c2ccc(Cn3ccnc3)cn2)c1
c1coc(-c2cccc(Cn3ccnc3)c2)c1,c1ccc(-c2cccc(Cn3ccnc3)c2)cc1
COc1ccc(C(c2cc3c4c(c2)CCN4C(=O)CC3)n2ccnc2)cc1,COc1cccc(C(c2cc3c4c(c2)CCN4C(=O)CC3)n2ccnc2)c1
O=C1CCc2cc(C(c3ccc(F)cc3)n3ccnc3)cc3c2N1CC3,O=C1CCc2cc(C(c3ccccc3)n3ccnc3)cc3c2N1CC3
CCOC(=O)c1cn(-c2ccccc2)c(-c2ccc(NC(C)=O)cc2)n1,CCOC(=O)c1cn(-c2ccccc2)c(-c2ccccc2)n1
C=CCC1(c2cccc(C)c2)C(=O)NC(=O)N(C)C1=O,C=CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O
c1ccc(-c2cc(Cn3ccnc3)cs2)cc1,c1ccc(-c2cccc(Cn3ccnc3)c2)cc1
Cc1ccc(Cn2cnc3ccccc32)cc1,Cc1cc(C)cc(Cn2cnc3ccccc32)c1
c1ccc(-c2cc(Cn3ccnc3)cs2)cc1,c1ccc(-c2cccc(Cn3ccnc3)c2)cc1
O=C1CCc2cc(C(c3ccc(F)cc3)n3ccnc3)cc3c2N1CC3,O=C1CCc2cc(C(c3ccccc3)n3ccnc3)cc3c2N1CC3
Cc1cc(C)cc(Cn2ccnc2)c1,Cc1cccc(Cn2ccnc2)c1
Cc1ccc(Cn2cnc3ccccc32)cc1,Cc1cc(C)cc(Cn2cnc3ccccc32)c1
c1cncc(Cn2ccnc2)c1,c1ccncc1-c1ccc(Cn2ccnc2)cn1
Cc1cccc(Cn2cnc3ccccc32)c1,Cc1cc(C)cc(Cn2cnc3ccccc32)c1
O=CC1CCc2cc(C(c3ccccc3)n3ccnc3)cc3c2N1CC3,O=C1CCc2cc(C(c3ccccc3)n3ccnc3)cc3c2N1CC3
Fc1ccccc1-c1ccc(Cn2ccnc2)cn1,Nc1ccccc1-c1ccc(Cn2ccnc2)cn1
c1cn(CC23CC4CC(CC(C4)C2)C3)cn1,c1cn(CC23CC4CC(CC(C4)C2)C3)c(-c2ccccc2)n1
O=C1CCc2cc(C(c3ccc(F)cc3)n3ccnc3)cc3c2N1CC3,O=C1CCc2cc(C(c3ccccc3)n3ccnc3)cc3c2N1CC3
N#Cc1cccc(-c2ccc(Cn3ccnc3)cn2)c1,N#Cc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1
c1coc(-c2ccc(Cn3ccnc3)cn2)c1,c1coc(-c2cc(Cn3ccnc3)cnc2-c2ccco2)c1
c1ccc(-c2ccc(Cn3ccnc3)o2)cc1,c1ccc(-c2ccc(Cn3ccnc3)cc2)cc1
O=Cc1ccc(-c2ccc(Cn3ccnc3)cn2)s1,O=Cc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1
CCOC(=O)c1cn(-c2ccccc2)c(-c2ccc(OC)cc2)n1,CCOC(=O)c1cn(-c2ccccc2)c(-c2ccccc2)n1
c1coc(-c2cc(Cn3ccnc3)cnc2-c2ccccc2)c1,c1coc(-c2cc(Cn3ccnc3)cnc2-c2ccco2)c1
c1ccc(C(c2ccccc2)(c2ccccc2)n2ccnc2)cc1,Nc1ccc(C(c2ccccc2)(c2ccccc2)n2ccnc2)cc1
C=CCC1(c2cccc(C)c2)C(=O)NC(=O)N(C)C1=O,C=CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O
c1ccc(C(c2ccccc2)(c2ccccc2)n2ccnc2)cc1,c1ccc(C(c2ccccc2F)(c2ccccc2)n2ccnc2)cc1
O=C1CCc2cc(C(C3CC3)n3ccnc3)cc3c2N1CC3,O=C1CCc2cc(C(C3CCC3)n3ccnc3)cc3c2N1CC3
Cc1cn(-c2ccccc2)c(-c2ccccc2)n1,Cc1cn(-c2ccc(Cn3ccnc3)cc2)c(-c2ccccc2)n1
c1ccc2cc(-c3ccc(Cn4ccnc4)cn3)ccc2c1,c1ccc2cc(-c3ccc(Cn4ccnc4)cn3)ncc2c1
Cc1ccc(Cn2cnc3ccccc32)cc1,Cc1cc(C)cc(Cn2cnc3ccccc32)c1
Fc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1,Nc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1
c1ccc(-c2ccc(Cn3ccnc3)cn2)cc1,c1cncc(-c2ccc(Cn3ccnc3)cn2)c1
c1ccc(-c2ccc(Cn3ccnc3)cc2)cc1,c1ccc(-c2cccc(Cn3ccnc3)c2)cc1
C=CCC1(c2cccc(C)c2)C(=O)NC(=O)N(C)C1=O,C=CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O
CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(OC)cc2)n1,CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(C)cc2)n1
Cc1ccc(Cn2ccnc2)cc1,c1cc(Cn2ccnc2)ccn1
COc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1,COc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1OC
Fc1cccc(-c2ccc(Cn3ccnc3)cn2)c1,Nc1cccc(-c2ccc(Cn3ccnc3)cn2)c1
Cc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1N,Nc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1
c1ccc(-c2ccc(Cn3ccnc3)o2)cc1,c1ccc(-c2ccc(Cn3ccnc3)cc2)cc1
Cc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1N,Nc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1
c1cn(CC23CC4CC(CC(C4)C2)C3)cn1,c1ccc2c(c1)ncn2CC12CC3CC(CC(C3)C1)C2
c1ccc2c(-c3ccc(Cn4ccnc4)cn3)ccc(C3CC3)c2c1,c1ccc2c(-c3ccc(Cn4ccnc4)cn3)cccc2c1
c1coc(-c2cc(Cn3ccnc3)cnc2-c2ccccc2)c1,c1coc(-c2cc(Cn3ccnc3)cnc2-c2ccco2)c1
C#CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,C=CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O
CC(c1cc2c3c(c1)CCN3C(=O)CC2)(n1ccnc1)n1ccnc1,CC(c1cc2c3c(c1)CCN3C(=O)CC2)n1ccnc1
c1coc(-c2ccc(Cn3ccnc3)cn2)c1,c1coc(-c2cc(Cn3ccnc3)cnc2-c2ccco2)c1
COCc1ccc(C(c2cc3c4c(c2)CCN4C(=O)CC3)n2ccnc2)cc1,COc1ccc(C(c2cc3c4c(c2)CCN4C(=O)CC3)n2ccnc2)cc1
c1ccc(-c2ccc(Cn3ccnc3)cn2)cc1,c1cncc(-c2ccc(Cn3ccnc3)cn2)c1
CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(NC(C)=O)cc2)n1,CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(C)cc2)n1
COc1ccccc1-c1ccc(Cn2ccnc2)cn1,Cc1ccccc1-c1ccc(Cn2ccnc2)cn1
CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(N)cc2)n1,CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(C)cc2)n1
c1ccc(C(c2ccccc2)(c2ccccc2)n2ccnc2)cc1,Oc1cc(C(c2ccccc2)(c2ccccc2)n2ccnc2)ccc1N1CCC1
Fc1ccc(-c2cccc(Cn3ccnc3)c2)cc1F,Fc1ccc(-c2cccc(Cn3ccnc3)c2)cc1
c1coc(-c2ccc(Cn3ccnc3)cn2)c1,c1coc(-c2cc(Cn3ccnc3)cnc2-c2ccco2)c1
Cc1ccc(Cn2ccnc2)cc1,c1cc(Cn2ccnc2)ccn1
Fc1ccccc1-c1ccc(Cn2ccnc2)cn1,Nc1ccccc1-c1ccc(Cn2ccnc2)cn1
c1ccc(-c2ccccc2Cn2ccnc2)cc1,COc1ccc(-c2ccccc2Cn2ccnc2)cc1
CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(OC)cc2)n1,CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(C)cc2)n1
Fc1ccccc1-c1ccc(Cn2ccnc2)cn1,Nc1ccccc1-c1ccc(Cn2ccnc2)cn1
Cc1cn(-c2ccccc2)c(-c2ccccc2)n1,CCOC(=O)c1cn(-c2ccccc2)c(-c2ccccc2)n1
c1ccc(-c2cccc(Cn3cnc4ccccc43)c2)cc1,c1ccc(-c2cc(Cn3cnc4ccccc43)cc(-c3ccccc3)c2)cc1
c1ccc2c(c1)ncn2CC1CC1,c1ccc2c(c1)ncn2CC12CC3CC(CC(C3)C1)C2
CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(N)cc2)n1,CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(C)cc2)n1
Fc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1,Nc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1
c1ccc(-c2ccccc2Cn2ccnc2)cc1,Cc1cc(-c2ccccc2Cn2ccnc2)cc(C)c1O
FC(C)C(F)(F)C1(F)N=N1,FC1(C(F)(F)C(C))N=N1
c1ccc2cc(-c3ccc(Cn4ccnc4)cn3)ccc2c1,c1ccc2cc(-c3ccc(Cn4ccnc4)cn3)ncc2c1
Cc1cn(-c2ccccc2)c(-c2ccccc2)n1,c1ccc(-c2nccn2-c2ccccc2)cc1
Fc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1,Nc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1
c1coc(-c2ccc(Cn3ccnc3)cn2)c1,c1coc(-c2cc(Cn3ccnc3)cnc2-c2ccco2)c1
O=C1CCc2cc(C(c3ccco3)n3ccnc3)cc3c2N1CC3,O=C1CCc2cc(C(c3ccccc3)n3ccnc3)cc3c2N1CC3
CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(N)cc2)n1,CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(C)cc2)n1
CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(N)cc2)n1,CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(C)cc2)n1
Cc1ccccc1Cn1ccnc1,c1ccc(-c2ccccc2Cn2ccnc2)cc1
c1ccc(-c2ccc(Cn3ccnc3)s2)cc1,c1ccc(-c2cc(Cn3ccnc3)cs2)cc1
CCOC(=O)c1cn(-c2ccccc2)c(-c2ccc(N)cc2)n1,CCOC(=O)c1cn(-c2ccccc2)c(-c2ccc(C)cc2)n1
Fc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1,c1ccc(-c2ccc(Cn3ccnc3)cn2)cc1
Cc1cc(C)cc(Cn2ccnc2)c1,Cc1cccc(Cn2ccnc2)c1
c1ccc(C(c2ccccc2)(c2ccccc2)n2ccnc2)cc1,c1ccc(C(Cn2ccnc2)(c2ccccc2)c2ccccc2)cc1
c1ccc(-c2cc(Cn3ccnc3)cs2)cc1,c1ccc(-c2cccc(Cn3ccnc3)c2)cc1
c1ccc(-c2ncc(Cn3ccnc3)cc2-c2ccccc2)cc1,c1cncc(-c2cc(Cn3ccnc3)cnc2-c2ccccc2)c1
FC(C)C(F)(F)C1(F)N=N1,FC1(C(F)(F)C(C))N=N1
c1ccc2cc(-c3ccc(Cn4ccnc4)cn3)ccc2c1,c1ccc(-c2ccc(Cn3ccnc3)cn2)cc1
O=C1CCc2cc(C(c3ccco3)n3ccnc3)cc3c2N1CC3,O=C1CCc2cc(C(c3ccccc3)n3ccnc3)cc3c2N1CC3
c1ccc(C(Cn2cnc3ccccc32)(c2ccccc2)c2ccccc2)cc1,c1ccc(C(CCn2cnc3ccccc32)(c2ccccc2)c2ccccc2)cc1
Cc1ccc(Cn2ccnc2)cc1,c1cc(Cn2ccnc2)ccn1
COc1ccccc1-c1ccc(Cn2ccnc2)cn1,Cc1ccccc1-c1ccc(Cn2ccnc2)cn1
O=C1CCc2cc(C(c3ccccc3F)n3ccnc3)cc3c2N1CC3,O=C1CCc2cc(C(c3ccc(F)cc3F)n3ccnc3)cc3c2N1CC3
Cc1ccc(Cn2ccnc2)cc1,Cc1cc(C)cc(Cn2ccnc2)c1
CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccccc2)n1,CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(C)cc2)n1
COc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1,COc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1OC
Cc1cccc(Cn2cnc3ccccc32)c1,Cc1cc(C)cc(Cn2cnc3ccccc32)c1
c1cncc(Cn2ccnc2)c1,c1cncc(-c2ccc(Cn3ccnc3)cn2)c1
CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(OC)cc2)n1,CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(C)cc2)n1
COc1ccccc1-c1ccc(Cn2ccnc2)cn1,Cc1ccccc1-c1ccc(Cn2ccnc2)cn1
c1cn(CC23CC4CC(CC(C4)C2)C3)cn1,c1ccc2c(c1)ncn2CC12CC3CC(CC(C3)C1)C2
FC(C)C(F)(F)C1(F)N=N1,FC1(C(F)(F)C(C))N=N1
c1ccc2cc(-c3ccc(Cn4ccnc4)cn3)ccc2c1,c1ccc(-c2ccc(Cn3ccnc3)cn2)cc1
O=C1CCc2cc(C(c3cccc(F)c3)n3ccnc3)cc3c2N1CC3,O=C1CCc2cc(C(c3ccc(F)cc3)n3ccnc3)cc3c2N1CC3
c1ccc(-c2ccc(Cn3ccnc3)s2)cc1,c1ccc(-c2cc(Cn3ccnc3)cs2)cc1
O=Cc1ccc(-c2ccc(Cn3ccnc3)cn2)s1,c1cncc(-c2ccc(Cn3ccnc3)cn2)c1
O=C1CCc2cc(C(c3ccccc3F)n3ccnc3)cc3c2N1CC3,O=C1CCc2cc(C(c3ccccc3S)n3ccnc3)cc3c2N1CC3
c1ccc(-c2ccc(Cn3ccnc3)o2)cc1,c1ccc(-c2ccc(Cn3ccnc3)cc2)cc1
c1coc(-c2cc(Cn3ccnc3)cnc2-c2ccccc2)c1,c1coc(-c2cc(Cn3ccnc3)cnc2-c2ccco2)c1
